Epoch,Train Loss,Train Acc,Eval Loss,Eval Acc
1,2.063114581667647,25.264,1.65824716091156,38.04
2,1.6161723374104013,39.93,1.5399136811494827,44.99
3,1.3874532896645215,49.514,1.2882109388709069,53.28
4,1.2007406007270425,56.968,1.215355496108532,58.97
5,1.0792532024943098,61.91,1.1321315154433251,60.49
6,0.9830897611622907,65.384,0.7713558629155159,73.12
7,0.9172905242564727,68.106,0.8915465578436852,69.61
8,0.8591251847695331,70.006,0.7091934144496918,75.11
9,0.8278020413554444,71.142,0.7718906790018082,73.55
10,0.7957628624779838,72.314,0.9403663486242294,69.16
11,0.7826131448453787,72.76,0.6657351970672607,77.02
12,0.7522654001201902,73.872,0.9048146322369576,68.72
13,0.7343616993451605,74.598,0.6767173424363137,77.0
14,0.7161690100115172,75.234,0.8250420361757278,72.55
15,0.7130954977200956,75.308,0.7116881519556045,76.14
16,0.6922500738684012,76.088,0.8733344659209251,71.57
17,0.6881729212342477,76.192,0.753674966096878,75.04
18,0.6688368591118832,77.146,0.682540912926197,76.58
19,0.6666151495004187,76.99,0.7666808113455772,73.75
20,0.6583060719528977,77.388,0.7606046974658967,74.9
21,0.6579793454432974,77.38,0.5961580835282803,79.39
22,0.6511324578706099,77.54,0.8002180650830268,73.53
23,0.6405520226274218,77.914,0.6644393101334571,77.08
24,0.6416274958423206,77.874,0.6183379523456096,79.17
25,0.6337003099675081,78.032,0.6146065495908261,79.52
26,0.6274701711170527,78.564,0.7327056556940079,75.88
27,0.6284576160263042,78.324,1.0752332195639611,69.94
28,0.6230494706910483,78.514,0.5624794475734234,80.78
29,0.6110223899690472,78.852,0.565982025116682,80.74
30,0.6127401736317849,78.932,1.0938158273696899,66.94
31,0.43090120277234484,85.242,0.3249131038784981,88.75
32,0.3679754513562942,87.472,0.31784393936395644,89.21
33,0.3417442829481193,88.242,0.3040222957730293,89.38
34,0.3273900946488186,88.73,0.29092765487730504,89.95
35,0.31464929445361606,89.172,0.29200471863150596,89.7
36,0.3050740723859291,89.39,0.2844348154962063,90.2
37,0.2972439456046844,89.728,0.283387491106987,90.25
38,0.2903045136101392,89.938,0.2817623715847731,90.21
39,0.28015675076416563,90.236,0.2723540883511305,90.54
40,0.277411302057456,90.346,0.27878175415098666,90.55
41,0.271107229651237,90.684,0.295745512098074,90.13
42,0.2658320068552786,90.79,0.2952809985727072,89.96
43,0.25973624827302233,91.152,0.29402260333299635,89.92
44,0.26186912468805607,90.88,0.2851769674569368,90.41
45,0.24887792667259975,91.166,0.2901816349476576,90.06
46,0.249206936785153,91.46,0.2903810078278184,89.88
47,0.24873840519968343,91.32,0.290390832722187,90.42
48,0.24657241597163435,91.484,0.31799179278314116,89.37
49,0.24129140224992013,91.558,0.2899031400680542,90.49
50,0.24200959290776933,91.702,0.30225909166038034,90.41
51,0.23774464724927533,91.778,0.30430375039577484,89.81
52,0.23695073269155562,91.864,0.29322969540953636,90.41
53,0.23341257794170964,91.986,0.30350055899471046,89.9
54,0.23181239150616587,92.002,0.288071658462286,90.53
55,0.2324424918969067,91.982,0.2787363462150097,90.8
56,0.23030995455931644,92.186,0.3026205666363239,90.35
57,0.23480530250437406,91.846,0.306928014010191,90.17
