Epoch,Train Loss,Train Acc,Eval Loss,Eval Acc
72,0.21285411118700795,92.684,0.20870725382119418,93.09
73,0.21382898343156795,92.66,0.21069062538444996,93.04
74,0.2127789692307005,92.598,0.20903954673558472,93.16
75,0.21462195761957947,92.692,0.20718815363943577,93.13
76,0.20704479466135406,92.988,0.2073986293748021,93.15
77,0.20844929133142745,92.69,0.20921812523156405,93.23
78,0.21092038886735634,92.722,0.20829811226576567,93.17
79,0.2025132312306336,93.026,0.20747768878936768,93.38
80,0.20335710850753347,92.946,0.20666861683130264,93.3
81,0.20261191417063987,92.932,0.20460992399603128,93.23
82,0.20175854952967898,93.09,0.20418417006731032,93.27
83,0.19933336311761213,93.098,0.2075872655957937,93.23
84,0.19552121376048545,93.3,0.208508806489408,93.3
85,0.19738590987209154,93.16,0.20602446608245373,93.23
86,0.20086887360987615,93.114,0.20675524175167084,93.19
87,0.19486016799144598,93.324,0.20725769344717265,93.27
88,0.19461321503836282,93.382,0.20602944530546666,93.2
89,0.1918170569578604,93.368,0.20425135586410761,93.26
90,0.19101771392992564,93.342,0.2081498684361577,93.08
91,0.1886836439371109,93.376,0.20101615898311137,93.38
92,0.18862428398308706,93.38,0.20508728940039872,93.31
93,0.18638248680805675,93.504,0.20315292291343212,93.25
94,0.18220364701535022,93.7,0.20018346477299928,93.32
95,0.18351606393651088,93.654,0.202633161470294,93.17
96,0.18158823734491455,93.756,0.20300533138215543,93.35
97,0.18436607125462318,93.526,0.20396904423832893,93.21
98,0.18044844471222285,93.798,0.20760347340255975,93.17
99,0.1818395456565278,93.742,0.20411321390420198,93.24
100,0.18121622795505182,93.85,0.20553444772958757,93.31
101,0.17735960570221043,93.866,0.20775335542857648,93.33
102,0.17485887359599678,93.976,0.20364906899631025,93.37
103,0.17266305627263323,93.996,0.20860796514898539,93.35
104,0.17218848986893284,93.984,0.20408307686448096,93.45
105,0.17295218145056646,94.102,0.20892091654241085,93.27
106,0.1688069889740068,94.262,0.2085785770788789,93.31
107,0.17360977250702528,93.962,0.20646066218614578,93.47
108,0.1687666948276515,94.116,0.2054501885548234,93.6
109,0.16844367456375337,94.204,0.20529072880744934,93.37
110,0.16380214664552892,94.352,0.20530372485518456,93.41
111,0.16744512627471467,94.146,0.201531377248466,93.49
112,0.16371899873626475,94.36,0.20952101293951272,93.3
113,0.16203306520319716,94.39,0.20520102363079787,93.46
114,0.16301619219688737,94.464,0.20540672838687896,93.3
115,0.1596902180082944,94.516,0.2056399341672659,93.44
116,0.15909832122982764,94.526,0.21187557559460402,93.11
117,0.1555185813304721,94.616,0.20984959341585635,93.21
118,0.15440267446089764,94.664,0.21035252772271634,93.26
119,0.15509661435320668,94.736,0.20538663174957036,93.46
120,0.15475346817045796,94.74,0.20438116025179626,93.47
121,0.15441705567800268,94.636,0.2046873377636075,93.61
122,0.15255830398931794,94.782,0.20960828475654125,93.33
123,0.15261548358414853,94.832,0.21365922894328832,93.15
124,0.15024239699147185,94.802,0.20740786362439395,93.39
125,0.15189902955780224,94.828,0.2054692568257451,93.66
126,0.151677528434262,94.852,0.20640175584703685,93.29
127,0.14718376959160884,94.948,0.2140759963542223,93.14
128,0.14598312116779236,94.994,0.21022892817854882,93.39
129,0.1463621429034642,95.052,0.21030115094035864,93.49
130,0.1447099849049534,95.04,0.2131182227283716,93.34
131,0.14894766254084452,94.838,0.207583636790514,93.57
132,0.14261244564336173,95.07,0.21508995350450277,93.42
133,0.14241477166663627,95.068,0.21412926483899355,93.49
134,0.14205237040866395,95.1,0.21525152679532766,93.47
135,0.1391585358247465,95.204,0.21174992118030786,93.47
136,0.13867664810422123,95.32,0.21124263089150191,93.56
137,0.13574108777909863,95.358,0.21013289988040923,93.5
138,0.1360946262673456,95.444,0.21119384095072746,93.32
139,0.1352755567819184,95.4,0.2161201499402523,93.44
140,0.13370477997374777,95.388,0.2162351418286562,93.47
141,0.13482366931833784,95.352,0.2149968570098281,93.35
142,0.13351175937877627,95.36,0.2119758216664195,93.57
143,0.13060022977998062,95.438,0.20951103549450636,93.39
144,0.13199968419360872,95.492,0.21604695729911327,93.29
145,0.1299189946101028,95.548,0.21008655615150928,93.57
146,0.12833592272838767,95.554,0.2104891100898385,93.45
147,0.1281252963354393,95.566,0.21235916260629892,93.44
148,0.12797485136103873,95.658,0.21084440723061562,93.5
149,0.12787978341612888,95.678,0.21144681386649608,93.39
150,0.1217652601665076,95.81,0.21362608950585127,93.28
