Epoch,Train Loss,Train Acc,Eval Loss,Eval Acc
1,1.9622568859129537,26.6,1.671195423603058,37.61
2,1.6906727327375997,37.466,1.5739204376935958,43.8
3,1.4963308092282743,45.226,1.384633806347847,49.48
4,1.3247984033458087,51.988,1.2889268070459365,54.27
5,1.1853051027473138,58.066,1.1610309213399888,58.94
6,1.1208399774468676,60.386,1.0407907515764236,63.0
7,1.0167090220718968,64.118,0.8180291339755058,70.96
8,0.9322576684002973,67.248,0.8561743274331093,70.45
9,0.8689112459518471,69.666,0.7130483493208886,75.54
10,0.8199769158144387,71.578,0.7600035965442657,74.26
11,0.7888490718846418,72.512,0.8275335684418679,71.97
12,0.7529769749665747,74.07,0.7451747447252274,74.79
13,0.7363565214434449,74.464,0.6811412237584591,76.13
14,0.7111679738273426,75.276,0.6930785834789276,76.54
15,0.6833963223866054,76.358,0.5762783393263817,79.81
16,0.674287457551275,76.674,0.5856244593858719,79.92
17,0.6523732844055915,77.592,0.5466947495937348,81.0
18,0.6368198928480245,77.996,0.5802272841334343,80.63
19,0.6307146012478945,78.172,0.5244442626833916,82.14
20,0.6131897669057457,78.852,0.6730917558073998,78.1
21,0.6041592878042435,79.392,0.6154461547732353,79.86
22,0.5968628945399304,79.502,0.6262088254094124,79.48
23,0.5854354195144712,79.73,0.5554945699870586,81.37
24,0.5773168596990255,80.172,0.6112742319703102,80.03
25,0.577371857604202,79.736,0.48701960891485213,83.18
26,0.5714746438422982,80.08,0.6359790876507759,79.11
27,0.5634368367645205,80.42,0.6810619533061981,78.17
28,0.5594644341237691,80.66,0.5074709177017211,82.89
29,0.5415486754203329,81.23,0.4587458670139313,84.79
30,0.5461579523220355,81.108,0.6734298497438431,78.69
31,0.5344094036489117,81.302,0.46864571422338486,84.44
32,0.5338398808119248,81.54,0.5740538612008095,81.21
33,0.5284205462251391,81.732,0.47867215275764463,84.2
34,0.5243826993570035,81.828,0.4867085590958595,83.64
35,0.521013547571338,82.054,0.4190929152071476,86.01
36,0.5135196223855019,82.168,0.6100714765489101,79.94
37,0.5133444318661884,82.268,0.5348074480891227,82.0
38,0.5138147125134662,82.274,0.44841946586966513,85.04
39,0.5063598481368046,82.464,0.4393909923732281,85.07
40,0.5087062921755168,82.426,0.44422422125935557,85.0
41,0.5012274004366933,82.666,0.5753399483859539,81.62
42,0.49700797136340824,82.896,0.4935468450188637,83.16
43,0.36749776505998205,87.258,0.2681083604693413,90.7
44,0.31740380846420113,89.052,0.24870620034635066,91.29
45,0.2963431754282543,89.624,0.2412611685693264,91.48
46,0.2815666849515876,90.212,0.23426563590764998,92.25
47,0.27802386560610365,90.404,0.2305111926048994,92.11
48,0.2673735071961977,90.738,0.2296417433768511,92.19
49,0.2606974106510075,90.96,0.2262797061353922,92.6
50,0.24940999741761052,91.33,0.22463547699153424,92.55
51,0.24741935600735704,91.442,0.22871148735284805,92.53
52,0.24754452910654398,91.422,0.22964832447469236,92.62
53,0.22916435442712843,92.082,0.21192848905920983,93.13
54,0.21774498882646465,92.534,0.2116621471941471,92.99
55,0.21354211357479191,92.604,0.20923850387334825,93.17
56,0.21309101056991792,92.624,0.20783073045313358,93.24
57,0.2078932167163917,92.846,0.20585458353161812,93.25
58,0.20644788816571236,92.858,0.20365374125540256,93.28
59,0.20280207119578,92.986,0.20374694392085074,93.34
60,0.20361619275443407,92.798,0.20326014198362827,93.3
61,0.20659299955076102,92.776,0.20233401246368884,93.3
62,0.20241596298862477,93.004,0.20286133289337158,93.39
63,0.2059056364303949,92.908,0.1989343658089638,93.46
64,0.19891010297044198,93.152,0.20022012181580068,93.36
65,0.19747150332039717,93.164,0.20056287571787834,93.39
66,0.1970785010073866,93.14,0.20254723094403743,93.18
67,0.19749474369597678,93.15,0.20103941932320596,93.27
68,0.19371109178327783,93.408,0.20023788511753082,93.56
69,0.1930619744698004,93.26,0.1993475344032049,93.47
70,0.19280262211603777,93.36,0.19711790718138217,93.43
71,0.19422079622745514,93.306,0.19876139778643848,93.35
72,0.19155620806375329,93.444,0.198741390183568,93.6
73,0.1906146986448035,93.6,0.1987371001392603,93.51
74,0.19189119525253773,93.322,0.19981712773442267,93.39
75,0.18660633322991887,93.516,0.19776015765964985,93.46
76,0.1885482439657255,93.36,0.1984985616058111,93.43
77,0.1847097996850403,93.562,0.20011936798691748,93.49
78,0.18656613491475582,93.448,0.19886509329080582,93.45
79,0.18551856967411479,93.528,0.19869320411235095,93.55
80,0.1831141718264137,93.658,0.19810510389506816,93.6
81,0.18460508705858064,93.628,0.19715399891138077,93.55
82,0.18491146219324092,93.524,0.19698940888047217,93.67
83,0.18082206110869134,93.756,0.19847512990236282,93.5
84,0.18353990324753888,93.578,0.19775321502238513,93.54
85,0.1783323732717913,93.748,0.19642889462411403,93.51
86,0.1792170505362506,93.824,0.1987205371260643,93.63
87,0.17999274736004217,93.764,0.19435155317187308,93.72
88,0.1776382562001141,93.884,0.19567504972219468,93.64
89,0.17889499002877546,93.682,0.1972012922167778,93.75
90,0.1782922268065871,93.752,0.1993562251329422,93.6
91,0.17369238526693412,93.952,0.1960304457694292,93.6
92,0.17415300695871822,93.846,0.19772592522203922,93.56
93,0.17492310870058683,93.954,0.19732680711895229,93.58
94,0.17743918926892233,93.952,0.1969043707475066,93.68
95,0.16925364424835662,94.034,0.1973302010446787,93.66
96,0.17176145930983583,94.116,0.19637314788997173,93.6
97,0.17000841824527907,94.06,0.1946679014712572,93.77
98,0.17441907905194223,93.89,0.19472167417407035,93.69
99,0.16977392570400723,94.054,0.19662086740136148,93.64
100,0.16653235788856233,94.208,0.1962384793907404,93.65
101,0.16708244018408716,94.304,0.19591227509081363,93.62
102,0.1690497630636911,94.144,0.19609311167150736,93.58
103,0.17028322165869936,94.136,0.19305282961577178,93.75
104,0.16610908618538964,94.33,0.1943212252110243,93.63
105,0.16417336577967723,94.36,0.19116288386285304,93.69
106,0.16181216712052726,94.318,0.1940106237307191,93.73
107,0.16784929830048764,94.166,0.19620227348059416,93.68
108,0.1619984294306867,94.288,0.1944813210517168,93.69
109,0.16006372424260695,94.396,0.19512761384248734,93.68
110,0.15698282352211523,94.564,0.19509353991597891,93.63
111,0.1596732475243661,94.426,0.19446947816759347,93.84
112,0.15759364032775772,94.522,0.19510805066674947,93.82
113,0.15936726863895143,94.334,0.19531842097640037,93.64
114,0.15827301022957782,94.556,0.19758591204881668,93.69
115,0.1565562801017445,94.636,0.19366470389068127,93.66
116,0.15310922648985775,94.698,0.19363612048327922,93.69
117,0.151727417750018,94.658,0.1939665762707591,93.75
118,0.15391643265528338,94.736,0.19395606890320777,93.78
119,0.15390361587003787,94.618,0.19191620834171771,93.75
120,0.15296784495668753,94.712,0.19337367340922357,93.82
121,0.14957183512041763,94.788,0.19459016900509596,93.75
122,0.151919262711795,94.792,0.19621249623596668,93.67
123,0.14956478257568515,94.768,0.1947615684941411,93.81
124,0.15133045347673552,94.748,0.1938254015520215,93.69
125,0.14899138315599791,94.83,0.196573855727911,93.78
126,0.14714423635480356,94.888,0.19373845718801022,93.77
127,0.1473460561234732,94.794,0.19251901116222142,93.87
128,0.1481860122282286,94.796,0.19633276835083963,93.71
129,0.14923748048972718,94.874,0.19603896848857402,93.79
130,0.14264327139422603,95.088,0.19726338535547255,93.76
131,0.14510127552309815,94.95,0.19378983564674854,93.77
132,0.14252080985021834,94.998,0.19509181957691907,93.84
133,0.14095418744397406,95.08,0.19544456899166107,93.71
134,0.14017466733194128,95.144,0.1941299332305789,93.77
135,0.14271830976465527,94.984,0.19264315906912088,93.93
136,0.14246121512687937,95.064,0.19448791369795798,93.8
137,0.13838644762884597,95.224,0.19427193962037564,93.88
138,0.14273369209650827,95.004,0.19545155316591262,93.72
139,0.1358971944534961,95.326,0.19369071964174508,93.92
140,0.13779623517576528,95.232,0.19498439840972423,93.94
141,0.13872867488131232,95.296,0.19675829391926528,93.96
142,0.1381734511149781,95.352,0.19621194787323476,93.77
143,0.13301229948291973,95.362,0.19831004589796067,93.84
144,0.13703443604160329,95.272,0.19634896535426377,93.91
145,0.13207929847495897,95.404,0.1951557494699955,93.72
146,0.13560181679394173,95.254,0.19519805014133454,93.94
147,0.13152574097775682,95.464,0.19288792163133622,93.81
148,0.13146104177041928,95.558,0.19398528728634118,93.84
149,0.1288201139137453,95.522,0.19251671563833953,94.05
150,0.13036785776517829,95.506,0.1925347527489066,93.91
