Epoch,Train Loss,Train Acc,Eval Loss,Eval Acc
60,0.18554801433062068,93.546,0.2923766776919365,90.93
61,0.186765726731748,93.458,0.2944474946707487,90.93
62,0.18015201579855414,93.646,0.29920461103320123,90.72
63,0.17675974341679593,93.782,0.2847906906157732,90.94
64,0.17178565548846916,93.886,0.2867835469543934,91.06
65,0.17268067788408728,93.914,0.28301223963499067,91.12
66,0.16725198624237458,94.01,0.2809246487915516,91.15
67,0.1648560974138732,94.276,0.28373931534588337,91.19
68,0.16786993967787345,94.222,0.28312711864709855,91.28
69,0.16614407407385962,94.182,0.2815108235925436,91.34
70,0.16716094660971845,94.15,0.2840633012354374,91.21
71,0.16595401185355624,94.122,0.28244635052978995,91.31
72,0.16586125562233583,94.256,0.28469572961330414,91.06
73,0.16633299673546334,94.134,0.2863814428448677,91.22
74,0.16279275342822075,94.308,0.287115066498518,91.11
75,0.16327903651613362,94.272,0.28641084097325803,91.24
76,0.16468451217729219,94.17,0.2846775006502867,91.27
77,0.15894312715652037,94.372,0.28311512172222136,91.24
78,0.15903630826090062,94.446,0.28409755080938337,91.26
79,0.16426845651348027,94.21,0.28474711030721667,91.29
80,0.1608213927520781,94.372,0.28765625655651095,91.15
81,0.15836474538913795,94.268,0.28266495913267137,91.39
82,0.15416726682867324,94.626,0.28704963214695456,91.21
83,0.1604009353916864,94.386,0.28367894887924194,91.29
84,0.1560442440439852,94.5,0.2859642203897238,91.24
85,0.1557849796907026,94.46,0.2870804391801357,91.25
86,0.15909468971801047,94.418,0.2853915099054575,91.11
87,0.15539761887369108,94.55,0.28157565332949164,91.31
88,0.15758201510322337,94.458,0.28853778541088104,91.13
89,0.15962360806915224,94.4,0.28601997941732404,91.08
90,0.15667030420534464,94.56,0.28716479875147344,91.14
91,0.15885881718476208,94.362,0.28642125688493253,91.08
92,0.15770375044370183,94.484,0.28520284183323386,91.34
93,0.15403962211341274,94.644,0.2847227927297354,91.13
94,0.15515285827295514,94.536,0.28698040433228017,91.3
95,0.15772282119308198,94.446,0.28669196777045725,91.25
96,0.15296514195447064,94.62,0.28772942051291467,91.36
97,0.15706157703332754,94.546,0.2870807535946369,91.31
98,0.1537106156121103,94.628,0.28629695549607276,91.34
99,0.1528565774918819,94.676,0.28373675644397733,91.4
100,0.15614413534652213,94.56,0.28583850264549254,91.27
101,0.15308338015967485,94.736,0.2865285109728575,91.25
102,0.1525646367927595,94.648,0.28586067967116835,91.23
103,0.1564642844759688,94.498,0.28940259963274,91.17
104,0.15495337884188914,94.61,0.2869453649967909,91.21
105,0.15428968024801235,94.668,0.2864123646169901,91.37
106,0.15620509998834864,94.476,0.2877459585666656,91.28
107,0.15168127052637995,94.704,0.28817183077335357,91.28
108,0.15310731450361864,94.574,0.28698358349502084,91.09
109,0.15160130412907016,94.706,0.2876305356621742,91.21
110,0.14952118012445922,94.876,0.28476459719240665,91.11
111,0.1525863028150432,94.658,0.2894905101507902,91.2
112,0.1493538996698905,94.672,0.2881428949534893,91.24
113,0.1458618207929694,94.766,0.2883216947317123,91.29
114,0.15098146459429848,94.68,0.2881619896739721,91.16
115,0.15157144125170854,94.698,0.2877732407301664,91.12
116,0.15093824423241373,94.758,0.2891313325613737,90.99
117,0.14574787735330816,94.83,0.2898219831287861,91.27
118,0.14735670486579136,94.854,0.2933514691889286,90.97
119,0.15240861293004485,94.692,0.28968880474567416,91.23
120,0.14669818336106077,94.782,0.29058236479759214,91.19
121,0.15003443893273266,94.704,0.29093790203332903,91.01
122,0.15150543861091137,94.588,0.289397644251585,91.23
123,0.14830968304708295,94.864,0.28714986369013784,91.13
124,0.1463475681993426,94.868,0.2893798775970936,91.26
125,0.14612729486306103,94.884,0.29102716892957686,91.27
126,0.14841217277761626,94.792,0.29058582074940204,91.22
127,0.14499021492594358,94.936,0.289438284188509,91.21
128,0.1469206625823768,94.864,0.2901980962604284,91.19
129,0.14455874047565218,94.956,0.28968942500650885,91.3
130,0.1485439819112724,94.84,0.28650284111499785,91.21
131,0.14478585040386843,94.928,0.2900342155247927,91.34
132,0.14236284241232336,95.102,0.28923221193253995,91.31
133,0.1463685523794622,94.736,0.28849541395902634,91.47
134,0.14740570908298298,94.798,0.28940048851072786,91.31
135,0.1454978209673142,94.836,0.2914196509867907,91.22
136,0.1437493691562998,94.962,0.28869143351912496,91.21
137,0.14160299878947588,95.068,0.28877514526247977,91.38
138,0.14200569179897404,95.0,0.28766760863363744,91.19
139,0.1407296779204388,95.054,0.28916840106248853,91.31
140,0.1404232156976145,95.074,0.28913109190762043,91.18
141,0.14071489691886366,95.034,0.28734232038259505,91.4
142,0.14181422651270215,94.92,0.28802155181765554,91.25
143,0.1420461743385816,95.002,0.2916471801698208,91.18
144,0.1408973289463593,94.99,0.2895133301615715,91.31
145,0.14125163514851308,94.998,0.2902496598660946,91.22
146,0.13740794634332462,95.122,0.2899932947009802,91.33
147,0.13921078476978807,95.086,0.29173386804759505,91.22
148,0.13866456400374977,95.194,0.2917171843349934,91.17
149,0.14140342067623016,95.15,0.2890893053263426,91.38
150,0.1459505111359212,94.894,0.2908169388771057,91.43
